No,Kalimat,Pasien,Usia Pasien,Penyakit,Gejala,Kapan,Periode,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Observasi,Objek,Penutup,Referensi,Artikel
299,"Namun untuk mengurangi keluhan dapat diberikan obat-obatan secara simptomatis misalnya penurun demam, pemberian antialergi untuk mengurangi gatal, menggunakan bedak atau losion berbahan calamine, konsumsi cairan cukup, konsumsi makanan bergizi, dan sebagainya. ",,,,,,,1,,,,,,,1,,,
300,Mengenai berjemur saat sedang mengalami cacar air bukan merupakan larangan.,,,,,,,1,1,,,,,,,,,
301,"Namun perlu diperhatikan mengenai waktu berjemur yang baik yaitu sebelum pukul 10.00, kemudian juga sebaiknya berjemur maksimal 15 menit dengan frekuensi 2-3 kali per minggu, menggunakan pakaian yang lembut saat berjemur. ",,,,,1,1,1,,,,,,,,,,
302,"Selain itu karena gatal dan tampak ingin menggaruk kulit, sebaiknya memotong kuku si kecil agar tidak menggaruk ruam sehingga dapat menimbulkan penyebaran dari cacar.",,,,,,,1,1,,,,1,,,,,
303,"Terima kasih, semoga membantu.",,,,,,,,,,,,,,,1,,
304,"Selamat siang dok, maaf dok mau tanya... ",,,,,,,,,,1,,,,,,,
305,Pelipis bayi saya terlihat agak cekung dibanding bagian kanan. ,,,,1,,,,,,,,,,,,,
306,Waktu umur seminggu tertimpa kepala kakaknya yg oleng disebelahnya. ,,,,,1,,,,,,,1,,,,,
307,Sempat nangis sebentar. Sekarang usia 2 bulan.,,,,,,,,1,,,,,,,,,
308, Apa Krn hal tsb dok? ,,,,,,,,,1,,,,,,,,
309,Terima kasih ,,,,,,,,,,,,,,,1,,
310,Terima kasih atas pertanyaannya. ,,,,,,,,,,1,,,,,,,
311,Kepala terbentur pada bayi paling sering terjadi pada usia kurang dari 4 tahun.,,,,,1,,,,,,,1,,,,,
312,"Terutama pada bayi baru lahir, jaringan pada kepala dan ubun-ubun masih lunak sehingga saat terbentur dapat menimbulkan keluhan seperti benjol.",,,,,,,,1,,,1,1,,,,,
313,"Perlu dikhawatirkan bila setelah terbentur apakah terjadi penurunan kesadaran seperti menjadi mengantuk terus-menerus, mengalami mual muntah hebat, dan sebagainya.",,,,1,1,,1,,,,,,,,,,
314,Penurunan kesadaran tiba-tiba pada anak usia kurang dari 2 tahun dapat berdampak pada otak. ,,,,,,,,1,,,1,1,,,,,
315,Mengenai kondisi saat ini terlihat pelipis lebih cekung perlu diperiksa secara langsung karena untuk mengetahuinya perlu melihat kondisi secara langsung dengan menanyakan keluhan ke ibu serta memeriksa kondisi fisik.,,,,,,,1,1,,,,1,,,,,
316,Pemeriksaan perlu dilakukan karena tidak dapat dipastikan bila hanya melalui pemaparan kondisi.,,,,,,,,,,,,1,,,,,
317,Sebaiknya segera ke dokter spesialis anak untuk memastikan kondisinya.,,,,,,,1,1,,,,,,,,,
318,"Terima kasih, semoga membantu. ",,,,,,,,,,,,,,,1,,
1,"Dokter, semenjak bangun tidur sampai ssore hari kenapa anak saya belekan terus ya dan tidak seperti biasanya.",1,,,1,,1,,,,,,,,,,,
2,Apa penyebab belekan pada bayi dan bagaimana cara mengatasinya?,,,,,,,,,1,,,,,,,,
3,apakah ada kaitannya dengan gejala dari suatu penyakit berbahaya?,,,,,,,,,1,,,,,,,,
4,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
5, Belekan pada bayi bisa wajar terjadi karena saluran kelenjar air mata yang tertutup. ,,,,1,,,,,,,1,,,,,,
6,Kondisi ini biasanya muncul pada bayi yang masih kecil atau baru dilahirkan.,,,,,,,,,,,,1,,,,,
7,"Akan tetapi, selain itu, belekan pada bayi bisa juga terjadi karena faktor lain, seperti paparan iritan, infeksi bakteri atau mikroorganisme lain di sekitar mata, kemasukan benda asing ke dalam mata, trichiasis, hordeolum, dan sebagainya. ",,,,1,,,,,,,1,,,,,,
8," Peradangan di sekitar rongga hidung, sinus, dan tenggorokan pada bayi bisa juga memicu belekan di matanya.",,,,,,,,1,,,1,,,,,,
9,"Supaya membaik, lakukanlah dulu langkah berikut pada bayi Anda: ",,,,,,,1,1,,,,,,,,,
10,Mandikan bayi Anda dan bersihkan area sekitar matanya menggunakan sabun yang ringan,,,,,,,1,,,,,,,1,,,
11, Jangan memegang area sekitar mata bayi dengan tangan kotor ,,,,,,,1,,,,,,,,,,
12, Beri bayi pengertian agar tidak juga memegang-megang apalagi mengucek matanya,,,,,,,1,,,,,,,,,,
13, Bersihkan belek yang menempel di mata dengan tisue bersih yang tidak mengandung pewangi,,,,,,,1,,,,,,,1,,,
14," Biarkan bayi banyak beristirahat di dalam rumah, sehingga tidak terpapar debu, polusi, dan substansi lain yang rentan mengiritasi matanya",,,,,,,1,1,,,,,,,,,
15, Pijat lembut dari arah atas ke bawah sisi dalam mata bayi hingga ke sisi kanan dan kiri lubang hidungnya,,,,,,,1,,,,,,,,,,
16,"Apabila langkah di atas belum bisa mengatasi keluhan bayi Anda, silakan dampingi ia periksa langsung ke dokter, dokter mata, atau dokter anak terdekat ya..",,,,,,,1,,,,,1,,,,,
17,Semoga membantu,,,,,,,,,,,,,,,1,,
18,"Dok anak saya baru lahir dinyatakan mengalami hidrosefalus, selama USG kehamilan tpi saya tidak diberi tau dok. penyebab anak saya bisa kena hidrosefalus apa ya dok kira""? ",1,1,1,,,1,,,1,,,1,,,,,
19,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
20, Hidrosefalus adalah suatu kondisi dimana cairan serebrospinal menumpuk di rongga otak (ventrikel) hingga menekan otak di sekitarnya. ,,,1,,,,,1,,,1,,,,,,
21,Kondisi ini bisa muncul sejak lahir atau didapat setelah lahir.,,,,,1,,,,,,,,,,,,
22,"Penyebab hidrosefalus bisa karena aliran cairan otak yang tersumbat, produksi cairan otak yang meningkat, atau penyerapan cairan otak yang terganggu.",,,1,,,,,,,,1,,,,,,
23,"Pada bayi baru lahir, berikut penyebab hidrosefalus yang tersering: ",,,,,,,,,,,,1,,,,,
24,· Perdarahan dalam otak akibat kelahiran prematur,,,,,,,,1,,,1,,,,,,
25,· Perkembangan otak dan tulang belakang yang abnormal,,,,,,,,,,,1,,,,,,
26,"· Infeksi selama kehamilan, misalnya karena sifilis atau rubella",,,1,,,,,,,,1,,,,,,
27,"· Cacat bawaan, misalnya sindroma Dandy-Walker",,,1,,,,,,,,1,,,,,,
28,"· Tumor otak atau syaraf tulang belakang, dan sebagainya",,,,,,,,,,,1,,,,,,
29,"Memang, tidak selalu hidrosefalus bisa terdeteksi melalui USG selama kehamilan. ",,,1,,,1,,,,,,1,,,,,
30,"Hal ini dipengaruhi juga oleh kompetensi operator yang melakukan USG, penyebab dan keparahan kondisinya, serta keteraturan Anda melakukan kontrol kehamilan. ",,,,,,,,,,,,1,,,,,
31,"Dengan kondisi bayi Anda tersebut, sebaiknya Anda memeriksakannya langsung ke dokter anak terdekat agar diberi arahan penanganan yang sesuai ya..",,,,,,,1,,,,,,,,,,
32,"Kemungkinan, dokter akan memberikan bayi Anda beberapa jenis obat atau mengarahkan agar dilakukan operasi agar kondisinya membaik.",,,,,,,1,1,,,,,,,,,
33,Semoga membantu. ,,,,,,,,,,,,,,,1,,
34,"Anak saya masih bayi dok, alhamdulillah baru 1 minggu lalu lahir saya galau nih dok soal menjemur bayidi rumah saya ada perdebatan antara saya dan mertua saya, kira2 menjemur bayi sebaiknnya jam berapa dan durasinya berapa lama dok?",1,1,,,,,1,,1,,,,,,,,
35,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
36,Berjemur baik manfaatnya bagi bayi untuk meningkatkan kadar vitamin D dalam tubuhnya.,,,,,,,1,1,,,,,,,,,
37," Vitamin D ini penting peranannnya dalam menguatkan tulang dan gigi, mengoptimalkan daya tahan tubuh, meredakan peradangan, sekaligus juga menurunkan risiko terjadinya alergi dan penyakit atopik. ",,,,,,,,1,,,,,,1,,,
38,"Meski banyak manfaatnya, berjemur pada bayi juga memiliki risiko, seperti bisa menyebabkan bayi mengalami dehidrasi, luka bakar, hingga meningkatkan peluang terjadinya kanker kulit. ",,,,,,,,1,,,,1,,,,,
39,"Sebab itu, berjemur pun perlu dilakukan secara benar, yakni: ",,,,,,,1,,,,,,,,,,
40,"Lakukan di jam yang tepat, antara pukul 9 hingga 10 pagi di Indonesia",,,,,1,,1,,,,,,,,,,
41,"· Lakukan secukupnya saja, berkisar 10-15 menit saja",,,,,,1,1,,,,,,,,,,
42,"· Lakukan jangan langsung di bawah sinar matahari, melainkan cukup di ruangan yang dimasuki sinar saja",,,,,,,1,,,,,1,,,,,
43,"· Lakukan jangan dengan tubuh telanjang bulat, tetaplah gunakan pakaian sewajarnya",,,,,,,1,,,,,1,,,,,
44,· Tutup mata bayi saat berjemur,,,,,1,,1,,,,,,,,,,
45,· Gunakan dulu tabir surya ke kulit bayi sebelum berjemur,,,,,1,,1,,,,,,,,,,
46,· Beri bayi ASI yang cukup sebelum atau sembari berjemur,,,,,1,,1,,,,,,,,,,
47,Semoga membantu ya.. ,,,,,,,,,,,,,,,1,,
48,"Pagi dok, bayi saya berusia 8 bulan, sejak kemarin perutnya selalu kembung di malam hari, jarang kentut susah sendawa dan rewel, setelah saya cari tahu mengenai gejala yg dialami bayi saya adalah ciri-ciri dari bayi masuk angin. bagaimana cara mengatasi bayi masuk angin dok? ",1,1,1,1,1,,,,1,,,,1,,,,
49,terima kasih,,,,,,,,,,,,,,,1,,
50,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
51,"Kondisi perut bayi yang kembung disertai dengan bayi yang menjadi lebih rewel dari sebelumnya bisa saja menandakan adanya kolik pada bayi yang dapat ditandai dengan bayi yang menangis dengan tangan mengepal, menarik lutut ke perut, wajah memerah, dan melengkungkan punggung.",,,,1,,,,,,,1,,,,,,
52,"Jika keluhan yang bayi anda alami tidak sampai seperti gejala tersebut, maka bisa saja bayi anda mengalami sembelit atau perut kembung yang mungkin masih dapat diatasi dengan melakukan pijatan pada perut bayi menggunakan baby oil dengan gerakan ILU dan menggerakkan kedua kaki bayi seperti mengayuh sepeda",,,,,,,1,,,,1,1,,1,,,
53,"Perbanyak berikan bayi air putih untuk membantu melancarkan saluran cernanya, mandikan air hangat, dan berikan suplemen probiotik bila perlu. ",,,,,,,1,1,,,,,,1,,,
54,"Kolik pada bayi bisa saja disebabkan oleh penggunaan dot botol dengan lubang yang terlalu besar, sehingga anda perlu menggantinya dengan lubang dot yang kecil, dan jika bayi masih mengonsumsi ASI sebaiknya anda menghindari konsumsi kopi, teh, dan makanan pedas, jauhi bayi dari asap rokok, tepuk punggung bayi setelah makan. ",,,1,,,,1,,,,1,1,,,,,
55,"Namun, jika dengan beberapa cara tersebut keluhan pada bayi masih dialami dan sudah lebih dari 3 hari, maka sebaiknya segera periksakan bayi anda ke dokter anak, untuk mencegah kemungkinan terjadinya penyakit yang berat seperti penyumbatan usus atau sembelit yang parah. ",,,1,,,1,1,1,,,,1,,,,,
56,"Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",,,,,,,,,,,,,,,1,,
57,"Dok saya mau tanya, anak saya umur 10 bulan kena penyakit gatal di kulit tangan dan menjalar ke badan sama kakinya dok, saya belum berani kasihkan obat tapi bayi saya keliatan gak nyaman, kasian... gmn dok? ",1,1,1,1,,,,,1,,,1,,,,,
58,kasihin obat apa ya? ,,,,,,,,,1,,,,,,,,
59,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
60,"Kulit tangan, kaki, dan badan yang terasa gatal kemungkinan penyebabnya ada banyak. ",,,,1,,,,,,,,,,,,,
61,"Jika keluhan ini muncul pada bayi usia 10 bulan, penyebab terseringnya ialah:",,,,,,,,,,,,1,,,,,
62,    Miliaria (biang keringat),,,1,,,,,,,,,,,,,,
63,    Dermatitis atopik (eksim),,,1,,,,,,,,,,,,,,
64,   Digigit nyamuk atau serangga lain,,,,,,,,,,,1,,,,,,
65,Dermatitis kontak (peradangan lokal di kulit karena bersentuhan dengan substansi alergenik atau iritatif),,,1,,,,,,,,,,,,,,
66,"    Faktor lain, seperti alergi makanan atau substansi lain, infeksi kulit atau infeksi sistem organ lain, psoriasis, dermatitis seboroik, dan sebagainya",,,1,,,,,,,,1,,,,,,
67,"Gatal-gatal seperti ini bisa memerlukan penanganan berbeda, tergantung dari penyebab yang mendasarinya. ",,,,1,,,1,,,,,1,,,,,
68,"Untuk itu, Anda sebaiknya tidak dulu memberi bayi Anda sembarang obat.",,,,,,,1,,,,,,,,,,
69,"Keluhan bayi Anda lebih aman diatasi dulu dengan dimandikan yang rajin dengan sabun yang ringan agar tubuhnya selalu bersih, gunakan handuk dan pakaian berserat lembut serta bersih, tidak memberi bayi pakaian terlalu ketat, oleskan lotion calamine ke kulit bayi yang gatal, jauhkan bayi dari substansi yang sifatnya iritatif atau rentan membuatnya alergi, beri ia banyak ASI dan minum air putih, batasi dulu pemberian makanan pencetus gatal (seperti seafood, telur, kacang-kacangan, dairy product), jaga lingkungan sekitar bayi agar bersih dan baik sirkulasi udaranya, jauhkan bayi dari orang yang mengalami sakit kulit menular, serta jangan berlebihan menggaruk kulit bayi.",,,,,,,1,1,,,,,,1,,,
70,"Apabila gatal tetap tidak membaik dengan langkah di atas, bayi Anda sebaiknya diperiksakan langsung saja ke dokter, dokter kulit, atau dokter anak terdekat ya..",,,,,,,1,,,,,1,,,,,
71,Semoga membantu. ,,,,,,,,,,,,,,,1,,
72,"Selamat pagi, dokter saya mau bertanya tentang kesehatan bayi saya yang berusia 3 bulan. ",1,1,,,,,,,,1,,,,,,,
73,jadi bayi saya dari lahir kan sudah pake sufor. ,,,,,,,,,,,,1,,,,,
74,baru beberapa hari ini say amengganti susu formulanya dok. ,,,,,,1,,,,,,1,,,,,
75,saya melihat feses bayi saya berwarna hijau tua kadang kehitaman. ,,,,1,,,,,,,,,,,,,
76,dan tiap sehari sekali dia pup. ,,,,1,,1,,,,,,,,,,,
77,apakah warna pupnya itu merupakan ciri-ciri bayi alergi susu formula dokter? ,,,,,,,,,1,,,,,,,,
78,mohon penjelasannya ya bu dokter. terima kasih banyak ,,,,,,,,,,,,,,,,,
79,"Alo, terima kasih atas pertanyaannya untuk Alodokter. ",,,,,,,,,,1,,,,,,,
80,Feses bayi yang berwarna hijau bisa saja normal terjadi jika bayi sedang mengalami tumbuh gigi karena produksi air liur yang berlebih pada kondisi tersebut. ,,,,1,,,,,,,1,1,,,,,
81,"Selain itu, kondisi feses yang berwarna gelap juga bisa menandakan tingginya kandungan zat besi di dalam susu formula ataupun menandakan ketidakcocokan bayi dengan penggantian susu formula yang baru tersebut.",,,,1,,,,,,,1,,,,,,
82,"Sementara ini, anda perlu memantau feses bayi untuk beberapa hari ke depan, karena bisa saja saat ini tubuh bayi anda saat ini masih mengalami adaptasi terhadap penggantian kandungan susu formula yang diminumnya.",,,,,,1,1,,,,1,,,,,,
83,"Namun, jika dalam beberapa hari ke depan tampaknya tidak terdapat perbaikan konsistensi dan warna feses menjadi seperti semula, maka sebaiknya gunakan susu formula sebelumnya atau dapat juga dengan berkonsultasi dengan dokter anak, agar dapat dilakukan pelacakan penyebab dan penentuan penanganan yang tepat ke depannya. ",,,,,,,1,1,,,,1,,,1,,
84,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
85,Terima kasih.,,,,,,,,,,,,,,,1,,
86,"Alodokter, dok saya mau tanya, bayi saya usia 2 bulan saat ini mengalami pilek, dan saat tidur sering rewel. ",1,1,1,1,,,,,,,,,,,,,
87,cara mengobati pilek pada bayi bagaimana ya dok? ,,,,,,,,,1,,,,,,,,
88,"Alo, terima kasih atas pertanyaannya ",,,,,,,,,,1,,,,,,,
89, Pilek pada bayi jelas bisa membuatnya merasa sangat tidak nyaman sehingga menjadi lebih rewel ketimbang biasa. ,,,1,1,,,,1,,,,,,,,,
90,"Pilek ini ada banyak kemungkinan penyebabnya, mulai dari karena terpapar cuaca dingin yang ekstrim, kontak dengan asap atau iritan saluran napas lainnya, alergi terhadap substansi tertentu, infeksi virus atau bakteri, deviasi septum hidung, atau juga sensitifitas berlebih terhadap obat tertentu.",,,1,,,,,,,,1,,,,,,
91,"Mengatasi pilek pada bayi bisa dilakukan secara mandiri, seperti dengan:",,,,,,,1,,,,,,,,,,
92,· Susui bayi ASI sering-sering,,,,,,,1,,,,,,,,,,
93,· Mandikan bayi dengan air hangat dan rajin juga cuci tangannya agar bersih,,,,,,,1,1,,,,,,1,,,
94,· Kenakan pada bayi pakaian yang bahannya lembut dan menghangatkan,,,,,,,1,,,,,,,1,,,
95,"· Jauhkan bayi dari paparan dingin, debu, asap, dan hal-hal yang mungkin mengiritasi saluran napasnya",,,,,,,1,,,,,,,,,,
96,"· Jaga lingkungan sekitar bayi agar bersih, berpencahayaan dan bersirkulasi udara baik",,,,,,,1,1,,,,,,,,,
97,· Irigasi hidungnya menggunakan cairan NaCl,,,,,,,1,,,,,,,1,,,
98,· Tidak dulu memberi bayi sembarang obat ,,,,,,,1,,,,,,,,,,
99,"Apabila pilek tidak membaik untuk waktu yang lama, apalagi disertai lendir hidung kekuningan atau kehijauan, sesak, demam, mual muntah, dan keluhan lain yang berat, bayi Anda sebaiknya diperiksakan langsung saja ke dokter, dokter anak, atau dokter THT terdekat ya.. ",,,,1,,,1,,,,,1,,,,,
100,Semoga membantu. ,,,,,,,,,,,,,,,1,,
101,"Halo dok,,, saya seorang ibu dari bayi berumur 4 bulan, jadi setiap dini hari hidung bayi saya seperti tersumbat sehingga kalo menyusu sering dilepas tiba-tiba, padahal bayi saya tidak mengalami pilek. kira kira bayi saya kenapa ya dokter?",1,1,,1,1,,,1,1,1,,1,,,,,
102,"Alo, terima kasih atas pertanyaannya untuk Alodokter. ",,,,,,,,,,1,,,,,,,
103,"Keluhan yang anak anda alami yaitu terjadinya hidung tersumbat pada setiap dini hari dimana umumnya memiliki cuaca dan suhu yang dingin, maka bisa saja menandakan adanya kondisi rhinitis alergi, yang seringkali dimiliki anak jika memliki keluarga dengan riwayat alergi. ",,,1,1,,,,,,,1,1,,,,,
104," Penanganan utamanya adalah dengan mencegah anak merasa kedinginan pada waktu tersebut, seperti dengan menggunakan humidifier atau pelembab ruangan, atur suhu ruangan menjadi lebih hangat, serta menyelimutinya",,,,,,,1,,,,,,,1,,,
105,"Namun, kemungkinan diagnosis tersebut belum dapat dipastikan pada kondisi bayi anda, karena dokter perlu melakukan pemeriksaan secara langsung. ",,,,,,,1,,,,,1,,,,,
106,"Oleh karena itu, jika setelah melakukan beberapa saran tersebut keluhan pada bayi anda belum juga membaik, maka sebaiknya periksakan anak anda ke dokter anak, agar dapat dilakukan pemeriksaan menyeluruh dan ditentukan penanganan lebih lanjut kedepannya. ",,,,,,,1,1,,,,1,,,,,
107,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
108,Terima kasih. ,,,,,,,,,,,,,,,1,,
109,"Hallo dok, dok saya dan keluarga kan sekarang sedang liburan di puncak dan kebetulan usia bayi saya 7 bulan. ",1,1,,,,,,,,1,,1,,,,,
110,"udara di puncak kan dingin dok, bayi saya dari semalam itu rewel dok. ",,,,1,,,,,,,,1,,,,,
111,apakah mungkin bayi saya mengalami masuk angin dok?,,,,,,,,,1,,,,,,,,
112, dan apa saja ciri-ciri bayi masuk angin dan solusinya seperti apa dokter? ,,,,,,,,,1,,,,,,,,
113,terima kasih,,,,,,,,,,,,,,,1,,
114,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
115,Bayi yang rewel bisa menandakan tubuhnya tidak nyaman. ,,,,1,,,,,,,1,,,,,,
116,"Nah, penyebab tidak nyaman pada tubuh bayi ini bisa banyak, contohnya: ",,,,,,,,1,,,,,,,,,
117,"Lingkungan yang tidak nyaman, misalnya terlalu dingin, terlalu panas, terlalu bising, terlalu silau, terlalu pengap",,,,,,,,,,,1,,,,,,
118,"· Rutinitas yang terganggu, misalnya jet lag, kurang tidur, terlambat makan ",,,,,,,,,,,1,,,,,,
119,"· Penyakit tertentu dalam tubuhnya, misalnya yang membuatnya pilek, sesak, mual, kembung, kolik, nyeri, gatal, atau juga mengalami beragam keluhan lainnya ",,,,,,,,,,,1,,,,,,
120,"Dalam ranah medis, tidak dikenal sesungguhnya istilah masuk angin. ",,,,,,,,,,,,1,,,,,
121,"Akan tetapi, kondisi bayi Anda bisa coba diatasi dulu dengan:",,,,,,,1,,,,,,,,,,
122,"· Jika membawa bayi ke lingkungan yang dingin, mandikan ia dengan air hangat, oleskan minyak penghangat ke tubuh bayi, kenakan padanya pakaian yang bahannya lebih tebal, sering-sering peluk ia agar tidak kedinginan, batasi membawa bayi keluar rumah jika suhu sedang terlalu dingin",,,,,,,1,1,,,,,,1,,,
123,"· Buat bayi merasa nyaman, seperti dengan rutin menyusuinya, perbanyak kontak fisik dengannya, kondisikan lingkungan sekitarnya agar tidak terlalu bising atau silau, nyanyikan senandung kesukaannya",,,,,,,1,1,,,,,,,,,
124,"· Biasakan bayi teratur tidurnya, bangunnya, makannya, mandinya, dan menjalani beragam aktifitas lainnya, meski tidak sedang berada di rumah",,,,,,,1,,,,,,,,,,
125,"· Tidak sembarangan memberi obat, herba, atau mengurut bayi ",,,,,,,1,,,,,,,,,,
126,"Pada kasus yang ringan, upaya di atas agaknya cukup untuk membuat bayi merasa lebih nyaman dan tidak rewel. ",,,,,,,,1,,,,1,,,,,
127,"Akan tetapi, jika dirasa kondisinya belum membaik, kami sarankan Anda periksakan bayi Anda langsung ke dokter atau dokter anak terdekat ya..",,,,,,,1,,,,,1,,,,,
128,Semoga membantu.,,,,,,,,,,,,,,,1,,
129,"Dokrer, saya mau bertanya. ",,,,,,,,,,,,,,,,,
130,saya kan melahirkan bayi usia 2 bulan.,1,1,,,,,,,,,,,,,,,
131,"dan saya tidak mau potong rambut anak saya seperti anak2 lain, soalnya saya takut rambutnya tidak bagus lagi.",,,,,,,,,,,1,1,,,,,
132,adakah efek rambut bayi tidak dipotong dokter? ,,,,,,,,,1,,,,,,,,
133,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
134,"Sebagian orang memang mempercayai pencukuran atau pemotongan rambut bayi pada usia awal untuk membuat rambut tumbuh lebih tebal nantinya, ataupun juga dilakukan karena memang mengikuti anjuran dari agamanya masing-masing.",,,,,,,1,1,,,1,,,,,,
135,"Sejatinya, pencukuran atau pemotongan rambut bayi boleh saja dilakukan ataupun tidak dilakukan, karena keduanya tidak mempengaruhi pertumbuhan rambut kedepannya. ",,,,,,,,1,,,,1,,,,,
136,Pertumbuhan rambut pada bayi hanyalah dipengaruhi oleh faktor genetik dan nutrisi. ,,,,,,,,1,,,,1,,,,,
137,"Oleh karena itu, untuk membantu pertumbuhan rambut bayi anda, anda perlu memberikan ASI yang cukup serta mencukupi nutrisi diri sendiri dengan konsumsi makanan gizi seimbang, berikan MPASI yang kaya vitamin dan mineral pada usia diatas 6 bulan, serta rutin memijat kulit kepala bayi secara lembut dengan minyak zaitun atau baby oil untuk merangsang sirkulasi dan aliran darah di kulit kepala yang dapat membuat akar rambut mendapatkan nutrisi yang maksimal.",,,,,,,1,1,,,,,,1,,,
138,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
139,Terima kasih. ,,,,,,,,,,,,,,,1,,
140,"Dokter, dok bayi saya usia 1 bulan habis di imunisasi.",1,1,,,,,,,,,,1,,,,,
141,saya lupa pemberian imunisasinya jenis apa.,,,,,,,,,,,,,,,,,
142,kenapa setelah vakisn bayi saya jadi demam dok?,,,,,,,,,1,,,,,,,,
143,apakah setelah vaksin demam itu normal atau malah menjadi bahaya bagi bayi saya dok?,,,,,,,,,1,,,,,,,,
144,"Alo, terima kasih atas pertanyaannya untuk Alodokter. ",,,,,,,,,,1,,,,,,,
145,Keluhan demam yang anak anda alami setelah mendapatkan imunisasi masih dapat normal terjadi karena termasuk ke dalam KIPI (Kejadian Ikutan Paska Imunisasi) yang dapat terjadi hingga maksimal 1 bulan paska imunisasi. ,,,1,,1,,,1,,,1,1,,,,,
146,"Kondisi demam yang anak anda alami dapat membaik dengan sendirinya dalam 3 hari ke depan, dan hal tersebut merupakan reaksi imunitas tubuh anak dalam mengenali virus yang telah dilemahkan yang terkandung dalam imunisasi, sehingga di kemudian hari tubuh anak sudah siap melawan infeksi virus serupa ketika menyerang di kemudian hari. ",,,1,,1,,,1,,,1,,,,,,
147,"Untuk mengatasinya, anda dapat mengompres dahi anak dengan air biasa, atur suhu ruangan anak yang sesuai dengan kenyamanan bayi, kenakan pakaian yang tipis pada anak, hindari menyelimutinya terlalu tebal, dan perbanyak berikan ASI yang dapat membantu meredakan demam anak dan mencegah dehidrasi. ",,,,,,,1,1,,,,,,,,,
148,"Anda juga perlu memantau suhu demam anak jika memang melebihi 38 C, maka bisa saja perlu diberikan obat paracetamol puyer yang hanya dapat didapatkan melalui pemeriksaan dan peresepan dokter, karena kasus bahaya obat sirup paracetamol saat ini yang belum selesai dan tidak bisa dikonsumsi sembarangan. ",,,,,,,1,,,,1,1,,1,,,
149,"Demikian yang dapat kami sampaikan, semoga bermanfaat. ",,,,,,,,,,,,,,,1,,
150,Terima kasih.,,,,,,,,,,,,,,,1,,
151,Dok anak saya baru berusia 1 bulan dan dia sering cegukan.. ,1,1,,1,,,,,,,,,,,,,
152,Bagaimana cara menghilangkan cegukan pada bayi baru lahir??? ,,,,,,,,,1,,,,,,,,
153,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
154,cegukan merupakan hal yang umum dan biasa dialami oleh bayi ia bunda jadi bunda tidak perlu khawatir. ,,,,1,,,,,,,,1,,,,,
155,namun memang cegukan bisa membuat bayi merasa tidak nyaman. ,,,,,,,,1,,,1,,,,,,
156,dimana bayi rentan mengalami cegukan karena mekanisme kontrol untuk refleksnya belum berkembang dengan maskimal. ,,,,1,,,,,,,1,,,,,,
157,akibatnya terkadang diafragma dapat mengencang secara tiba-tiba dan menutup pita suara di kerongkongan sehingga menghasilkan bunyi khas cegukan di bagian atas tenggorokan. ,,,,,,,,1,,,1,,,,,,
158,jadi sebenarnya cegukan pada bayi baru lahir ataupun balita umumnya suatu yang normal dan tidak berbahaya ya bunda.,,,,,,,,1,,,,1,,,,,
159, namun jika sudah mulai menganggu kenyaman bunda bisa melakukan beberapa tips seperti :,,,,,,,1,,,,,1,,,,,
160,· ganti posisi menyusui agar saat menyusui udara tidak ikut masuk ke mulut bayi jadi cari posisi menyusui yang tepat dan benar ya bunda,,,,,,,1,1,,,,,,,,,
161,· memeluk bayi mampu memberi ketenangan saat tubuhnya mengalami cegukan,,,,,,,1,1,,,,,,,,,
162,"· menepuk punggung bayi dengan cara gendong bayi dengan posisi berdiri, lalu tepuk-tepuk punggung bayi secara lembut hingga bersendawa",,,,,,,1,1,,,,,,,,,
163,jika cegukan dialami terus menerus dan disertai bayi rewel dan mengalamu muntah berlebihan sebaiknya segera temui dokter agar mendapatkan penangnan yang lebih tepat. ,,,,1,,,1,1,,,,1,,,,,
164,semoga dapat membantu,,,,,,,,,,,,,,,1,,
165,"Dokter, bayi saya usia 1 minggu, saya mau menanyakan posisi tidur yang baik untuk bayi baru lahir itu yang seperti apa ya dok? ",1,1,,,,,,,1,,,,,,,,
166,"Alo, terima kasih atas pertanyaannya untuk Alodokter.",,,,,,,,,,1,,,,,,,
167,Bayi baru lahir umumnya akan lebih banyak tertidur ketimbang terjaga. ,,,,,,,1,,,,,1,,,,,
